request_id,layer,step,mask_ratio,source,strategy,heads_per_group,window_size,baseline_physical_sparsity,physical_tile_sparsity,improvement,required_tile_reduction
context-0-regime-1,2,1,0.49,current,bitmap,1,4096,0.0849456787109375,0.2017059326171875,0.11676025390625,0.12759925961746899
context-0-regime-1,2,1,0.49,current,bitmap,2,512,0.0849456787109375,0.1105804443359375,0.025634765625,0.028014474144974932
context-0-regime-1,2,1,0.49,current,bitmap,2,1024,0.0849456787109375,0.1159820556640625,0.031036376953125,0.03391752405409465
context-0-regime-1,2,1,0.49,current,bitmap,2,4096,0.0849456787109375,0.0927581787109375,0.0078125,0.008537744501325717
context-0-regime-1,2,1,0.49,current,bitmap,4,512,0.0849456787109375,0.0923309326171875,0.00738525390625,0.008070836598909392
context-0-regime-1,2,1,0.49,current,bitmap,4,1024,0.0849456787109375,0.0856475830078125,0.000701904296875,0.0007670629825410336
context-0-regime-1,2,1,0.49,current,bitmap,4,4096,0.0849456787109375,0.0491943359375,-0.0357513427734375,-0.039070186262902595
context-0-regime-1,2,1,0.49,current,bitmap,8,1024,0.0849456787109375,0.0801544189453125,-0.004791259765625,-0.005236038619953698
context-0-regime-1,2,1,0.49,current,bitmap,8,4096,0.0849456787109375,0.0428009033203125,-0.042144775390625,-0.046057129516916984
context-0-regime-1,2,1,0.49,current,bitmap,32,1024,0.0849456787109375,0.0861358642578125,0.001190185546875,0.0013006720138738492
context-0-regime-1,2,1,0.49,current,bitmap,32,4096,0.0849456787109375,0.049774169921875,-0.0351715087890625,-0.038436525538194655
